1.465783200000000000e+12;1.100000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;2.000000000000000000e+00;1.002600000000000023e+03;0.000000000000000000e+00;9.600000000000000000e+01;1.159999999999999964e+01;1.309999999999999964e+01;1.900000000000000000e+02;3.000000000000000000e+00;1.119999999999999929e+01
1.465786800000000000e+12;1.100000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;2.000000000000000000e+00;1.002200000000000045e+03;0.000000000000000000e+00;9.500000000000000000e+01;1.159999999999999964e+01;1.309999999999999964e+01;1.700000000000000000e+02;4.000000000000000000e+00;1.130000000000000071e+01
1.465790400000000000e+12;1.100000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;2.000000000000000000e+00;1.002000000000000000e+03;0.000000000000000000e+00;9.300000000000000000e+01;1.190000000000000036e+01;1.309999999999999964e+01;1.600000000000000000e+02;4.000000000000000000e+00;1.140000000000000036e+01
1.465794000000000000e+12;1.090000000000000036e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;2.000000000000000000e+00;1.001600000000000023e+03;0.000000000000000000e+00;9.200000000000000000e+01;1.209999999999999964e+01;1.309999999999999964e+01;1.600000000000000000e+02;5.000000000000000000e+00;1.150000000000000000e+01
1.465797600000000000e+12;1.150000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;2.000000000000000000e+00;1.001200000000000045e+03;0.000000000000000000e+00;8.800000000000000000e+01;1.330000000000000071e+01;1.359999999999999964e+01;1.600000000000000000e+02;6.000000000000000000e+00;1.230000000000000071e+01
1.465801200000000000e+12;1.209999999999999964e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;2.000000000000000000e+00;1.000899999999999977e+03;2.000000000000000111e-01;9.100000000000000000e+01;1.350000000000000000e+01;1.419999999999999929e+01;1.500000000000000000e+02;5.000000000000000000e+00;1.280000000000000071e+01
1.465804800000000000e+12;1.330000000000000071e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;2.000000000000000000e+00;1.000700000000000045e+03;4.000000000000000222e-01;9.500000000000000000e+01;1.400000000000000000e+01;1.519999999999999929e+01;1.600000000000000000e+02;6.000000000000000000e+00;1.359999999999999964e+01
1.465808400000000000e+12;1.300000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;2.000000000000000000e+00;1.000399999999999977e+03;0.000000000000000000e+00;8.600000000000000000e+01;1.530000000000000071e+01;1.500000000000000000e+01;1.800000000000000000e+02;6.000000000000000000e+00;1.400000000000000000e+01
1.465812000000000000e+12;1.250000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;2.000000000000000000e+00;1.000100000000000023e+03;0.000000000000000000e+00;7.600000000000000000e+01;1.669999999999999929e+01;1.450000000000000000e+01;2.300000000000000000e+02;3.000000000000000000e+00;1.440000000000000036e+01
1.465815600000000000e+12;1.300000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;2.000000000000000000e+00;9.996000000000000227e+02;0.000000000000000000e+00;7.300000000000000000e+01;1.780000000000000071e+01;1.500000000000000000e+01;3.100000000000000000e+02;2.000000000000000000e+00;1.509999999999999964e+01
1.465819200000000000e+12;1.169999999999999929e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;2.000000000000000000e+00;9.991000000000000227e+02;0.000000000000000000e+00;6.100000000000000000e+01;1.919999999999999929e+01;1.380000000000000071e+01;2.000000000000000000e+02;3.000000000000000000e+00;1.500000000000000000e+01
1.465822800000000000e+12;1.309999999999999964e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;2.000000000000000000e+00;9.987000000000000455e+02;0.000000000000000000e+00;7.200000000000000000e+01;1.810000000000000142e+01;1.500000000000000000e+01;1.000000000000000000e+02;4.000000000000000000e+00;1.519999999999999929e+01
1.465826400000000000e+12;1.350000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;2.000000000000000000e+00;9.987000000000000455e+02;0.000000000000000000e+00;8.000000000000000000e+01;1.689999999999999858e+01;1.550000000000000000e+01;7.000000000000000000e+01;7.000000000000000000e+00;1.500000000000000000e+01
1.465830000000000000e+12;1.359999999999999964e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;2.000000000000000000e+00;9.986000000000000227e+02;2.000000000000000111e-01;8.500000000000000000e+01;1.600000000000000000e+01;1.550000000000000000e+01;7.000000000000000000e+01;6.000000000000000000e+00;1.459999999999999964e+01
1.465833600000000000e+12;1.369999999999999929e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;2.000000000000000000e+00;9.987999999999999545e+02;2.200000000000000178e+00;9.200000000000000000e+01;1.490000000000000036e+01;1.559999999999999964e+01;1.000000000000000000e+02;5.000000000000000000e+00;1.419999999999999929e+01
1.465837200000000000e+12;1.359999999999999964e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;2.000000000000000000e+00;9.988999999999999773e+02;8.000000000000000444e-01;9.200000000000000000e+01;1.469999999999999929e+01;1.550000000000000000e+01;1.100000000000000000e+02;3.000000000000000000e+00;1.409999999999999964e+01
1.465840800000000000e+12;1.369999999999999929e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;2.000000000000000000e+00;9.987000000000000455e+02;2.000000000000000000e+00;9.400000000000000000e+01;1.450000000000000000e+01;1.569999999999999929e+01;3.400000000000000000e+02;2.000000000000000000e+00;1.409999999999999964e+01
1.465844400000000000e+12;1.350000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;2.000000000000000000e+00;9.987000000000000455e+02;4.000000000000000222e-01;9.600000000000000000e+01;1.409999999999999964e+01;1.540000000000000036e+01;8.000000000000000000e+01;2.000000000000000000e+00;1.380000000000000071e+01
1.465848000000000000e+12;1.309999999999999964e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;2.000000000000000000e+00;9.987000000000000455e+02;0.000000000000000000e+00;9.600000000000000000e+01;1.359999999999999964e+01;1.509999999999999964e+01;8.000000000000000000e+01;2.000000000000000000e+00;1.330000000000000071e+01
1.465851600000000000e+12;1.330000000000000071e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;2.000000000000000000e+00;9.985000000000000000e+02;0.000000000000000000e+00;9.700000000000000000e+01;1.380000000000000071e+01;1.530000000000000071e+01;8.000000000000000000e+01;1.000000000000000000e+00;1.359999999999999964e+01
1.465855200000000000e+12;1.280000000000000071e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;2.000000000000000000e+00;9.983999999999999773e+02;0.000000000000000000e+00;9.700000000000000000e+01;1.330000000000000071e+01;1.480000000000000071e+01;5.000000000000000000e+01;2.000000000000000000e+00;1.300000000000000000e+01
